Sentiment,Rating,Review Text
neutral,3,fits well shoulders arms zero waist looks like bunch extra fabric hanging top super cute return
positive,5,picture wasnt sure would fit got mail love fits snug first put get looser wear definitely gotten large
positive,5,hesitant purchase coat price received admit little disappointed quality coat sleeves made soft felted material see pilling easily silhouette coat perfectnot boxy also heavy wear fall first months winter love
positive,5,top cute got lighter color fit great go many things size medium stock blue color would purchased one also
neutral,3,really wanted love excited receive mail thought realistic assuming would somewhat sheer given doesnt seem womans white planet isnt days however really sheer fit also short boxy coming woman shortwaisted plus size material extremely soft design cute maybe younger dont mind sheerness worth gambl
positive,5,perfect jacket shirt tee dress jacket well made goes anything
positive,5,ordered dress colors peach color beautiful person im planning wear dress rehearsal dinner end summer hold definitely worth price
positive,5,dress incredible saw sales girl wearing local retailer loved bought navy color gorgeous person bright vibrant colors c bra inch waist quite big waist kept anyway xs sold got taken bit wore vacationing mexico definitely turned heads youre thinking buying dress wont regret
positive,4,love look quality jacket iampd say fits true size way short iampm amp tall wish came tall sizes
positive,4,really love front shirt however back shirt jersey material doesnt seem match front shirt still wear looks cute threw bit first
neutral,3,liked color top didnt really like ruffled stitching around middle looks like someone tacked bottom half bought daughter likes think comfortable good top knock around
positive,5,per reviewers sized small medium jacket fits right room layers short cropped like hits versatile jeans dresses
positive,5,alst years versiona dn essentially smae minus leather parts removed jacket great back si little shorter goes well peplum tops ddresses higher waists without looking bigger back hem longer hits skirt aprts bulge love hte darker color wish came super dark rinse usually buy petites never tired eptite jacket holding back order
positive,5,bought colors xs soooooo glad dress absolutely gorgeous either color nice quality wear stylish loooooong time must summer
